code_ind,ind_num,site,locality,site_code,year,month,genus,species_name,species,subgenus,age,sex,length_mm,mass_g,gps_prefix,gps_num,capture_gps_code,transect,capture_date,capture_time,capture_notes,release_date,release_time,processing_date,vp_time,vp_site,dbs_size,physical_exam,blood_sample_dbs,whole_body_specimen,photo,body_color,dorsal,ventral,other,observation
MTA.F.2025.07.150,150,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Adult,F,52,8,MTA.0,201,MTA.0201,T3,23-Jul-25,7:00,,24-Jul-25,5:41,23-Jul-25,21:34,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.151,151,Montagne d'Ambre,,MTA,2025,7,,,Boophis sp.,,Adult,F,44,5,MTA.0,201,MTA.0201,T3,23-Jul-25,7:02,,24-Jul-25,5:41,23-Jul-25,21:36,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.152,152,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Adult,F,52,12,MTA.0,201,MTA.0201,T3,23-Jul-25,7:10,,24-Jul-25,5:41,23-Jul-25,21:38,F.V.,Medium,5,1,,,,,,,Similar to 142
MTA.F.2025.07.153,153,Montagne d'Ambre,,MTA,2025,7,,,Boophis sp.,,Adult,F,70,26,MTA.0,203,MTA.0203,T3,23-Jul-25,7:11,,24-Jul-25,5:46,23-Jul-25,21:40,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.154,154,Montagne d'Ambre,,MTA,2025,7,,,Boophis sp.,,Adult,F,62,14,MTA.0,202,MTA.0202,T3,23-Jul-25,7:13,,24-Jul-25,5:45,23-Jul-25,21:42,F.V.,Small,5,1,,,,,,,2 leeches feeding and collected in 70% ethanol
MTA.F.2025.07.155,155,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Adult,F,55,11,MTA.0,202,MTA.0202,T3,23-Jul-25,7:14,,24-Jul-25,5:45,23-Jul-25,21:45,F.V.,Small,5,1,,,,,,,
MTA.F.2025.07.156,156,Montagne d'Ambre,,MTA,2025,7,,,Aglyptodactylus madagascariensis,,Adult,F,69,22,MTA.0,202,MTA.0202,T3,23-Jul-25,7:15,,24-Jul-25,5:45,23-Jul-25,21:46,F.V.,Medium,5,1,,,,,,,
MTA.F.2025.07.157,157,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Adult,F,52,14,MTA.0,201,MTA.0201,T3,23-Jul-25,7:15,,24-Jul-25,5:41,23-Jul-25,21:49,F.V.,Large,5,1,,,,,,,Similar to 142-158
MTA.F.2025.07.158,158,Montagne d'Ambre,,MTA,2025,7,,,Mantidactylus sp.,,Adult,F,53,13,MTA.0,202,MTA.0202,T3,23-Jul-25,7:20,,24-Jul-25,5:45,23-Jul-25,21:52,F.V.,Large,5,1,,,,,,,Similar to 142-158
MTF.F.2025.07.001,001,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,45,8,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:08,P.6940-6941,26-Jul-25,11:35,25-Jul-2025,21:38,F.V.,Medium,5,1,,,,,,,
MTF.F.2025.07.002,002,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,45,8,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:08,P.6943-6946,26-Jul-25,11:35,25-Jul-2025,21:41,F.V.,Medium,5,1,,,,,,,Presence of two very small femoral glands
MTF.F.2025.07.003,003,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,35,5,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:10,P.6948-6951,26-Jul-25,11:35,25-Jul-2025,21:45,F.V.,Medium,5,1,,,,,,,
MTF.F.2025.07.004,004,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,44,6,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:12,P.6953-6955,26-Jul-25,11:35,25-Jul-2025,21:49,F.V.,Small,5,1,,,,,,,Similar to 001
MTF.F.2025.07.005,005,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,39,5,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:12,,26-Jul-25,11:35,25-Jul-2025,21:52,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.006,006,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,42,8,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:12,,26-Jul-25,11:35,25-Jul-2025,21:55,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.007,007,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,44,7,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:15,,26-Jul-25,11:35,25-Jul-2025,21:57,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.008,008,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,43,7,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:15,P.6957-6958,26-Jul-25,11:35,25-Jul-2025,22:00,F.V.,Medium,5,1,,,,,,,
MTF.F.2025.07.009,009,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Sub-Adult,M,40,5,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:15,,26-Jul-25,11:35,25-Jul-2025,22:03,F.V.,Medium,5,1,,,,,,,
MTF.F.2025.07.010,010,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,38,5,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:16,,26-Jul-25,11:35,25-Jul-2025,22:05,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.011,011,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Adult,M,37,4,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:16,P.6960-6960,26-Jul-25,11:35,25-Jul-2025,22:07,F.V.,Medium,5,1,,,,,,,
MTF.F.2025.07.012,012,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,35,4,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:20,,26-Jul-25,11:32,25-Jul-2025,22:10,F.V.,Medium,5,1,,,,,,,
MTF.F.2025.07.013,013,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,38,4,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:20,,26-Jul-25,11:32,25-Jul-2025,22:15,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.014,014,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,41,6,MTF.F.00,05,MTF.F.0005,T0,25-Jul-2025,19:20,,26-Jul-25,11:32,25-Jul-2025,22:15,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.015,015,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantella viridis,,Adult,F,28,2,MTF.F.00,06,MTF.F.0006,T1,25-Jul-2025,19:32,,26-Jul-25,11:28,25-Jul-2025,22:20,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.016,016,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantella viridis,,Adult,M,26,2,MTF.F.00,06,MTF.F.0006,T1,25-Jul-2025,19:32,,26-Jul-25,11:28,25-Jul-2025,22:21,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.017,017,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantella viridis,,Adult,F,31,2,MTF.F.00,06,MTF.F.0006,T1,25-Jul-2025,19:32,,26-Jul-25,11:28,25-Jul-2025,22:26,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.018,018,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantella viridis,,Adult,F,27,2,MTF.F.00,06,MTF.F.0006,T1,25-Jul-2025,19:32,,26-Jul-25,11:28,25-Jul-2025,22:29,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.019,019,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantella viridis,,Sub-Adult,M,25,1,MTF.F.00,06,MTF.F.0006,T1,25-Jul-2025,19:32,,26-Jul-25,11:28,25-Jul-2025,NA,NA,NA,5,0,,,,,,,"Too small, no blood sample"
MTF.F.2025.07.020,020,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantella viridis,,Sub-Adult,M,24,2,MTF.F.00,06,MTF.F.0006,T1,25-Jul-2025,19:32,,26-Jul-25,11:28,25-Jul-2025,NA,NA,NA,5,0,,,,,,,"Too small, no blood sample"
MTF.F.2025.07.021,021,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantella viridis,,Sub-Adult,M,25,1,MTF.F.00,06,MTF.F.0006,T1,25-Jul-2025,19:32,,26-Jul-25,11:28,25-Jul-2025,NA,NA,NA,5,0,,,,,,,"Too small, no blood sample"
MTF.F.2025.07.022,022,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantella viridis,,Adult,F,29,2,MTF.F.00,06,MTF.F.0006,T1,25-Jul-2025,19:32,,26-Jul-25,11:28,25-Jul-2025,22:36,F.V.,NA,5,0,,,,,,,"Too small, no blood sample - blood draw attempted, failed"
MTF.F.2025.07.023,023,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantella viridis,,Sub-Adult,M,25,1,MTF.F.00,06,MTF.F.0006,T1,25-Jul-2025,19:32,,26-Jul-25,NA,25-Jul-2025,NA,NA,NA,5,0,,,,,,,"Too small, no blood sample"
MTF.F.2025.07.024,024,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantella viridis,,Adult,F,32,2,MTF.F.00,06,MTF.F.0006,T1,25-Jul-2025,19:32,,26-Jul-25,11:28,25-Jul-2025,NA,NA,NA,5,0,,,,,,,"Too small, no blood sample"
MTF.F.2025.07.025,025,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,42,6,MTF.F.00,10,MTF.F.0010,T5,25-Jul-2025,19:44,,26-Jul-25,11:15,25-Jul-2025,22:43,F.V.,Medium,5,1,,,,,,,Ataxie
MTF.F.2025.07.026,026,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,35,5,MTF.F.00,10,MTF.F.0010,T5,25-Jul-2025,19:44,,26-Jul-25,11:15,25-Jul-2025,22:47,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.027,027,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Adult,F,40,6,MTF.F.00,10,MTF.F.0010,T5,25-Jul-2025,19:44,,26-Jul-25,11:15,25-Jul-2025,22:49,F.V.,Small,5,1,,,,,,,"Similar to 011, with yellow dorsal line"
MTF.F.2025.07.028,028,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,38,5,MTF.F.00,10,MTF.F.0010,T5,25-Jul-2025,19:46,,26-Jul-25,11:15,25-Jul-2025,22:52,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.029,029,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,36,4,MTF.F.00,10,MTF.F.0010,T5,25-Jul-2025,19:48,,26-Jul-25,11:15,25-Jul-2025,22:54,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.030,030,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Adult,F,48,9,MTF.F.00,10,MTF.F.0010,T5,25-Jul-2025,19:48,,26-Jul-25,11:15,25-Jul-2025,22:58,F.V.,Small,5,1,,,,,,,"Similar to 011, with yellow dorsal line"
MTF.F.2025.07.031,031,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,47,8,MTF.F.00,10,MTF.F.0010,T5,25-Jul-2025,19:48,,26-Jul-25,11:15,25-Jul-2025,23:00,F.V.,Medium,5,1,,,,,,,
MTF.F.2025.07.032,032,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Sub-Adult,M,35,3,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,17:51,,27-Jul-2025,17:38,27-Jul-25,21:17,F.V.,NA,4,0,,,,,,,"Blood draw unsuccessful, no movement, stressed. Similar to 033"
MTF.F.2025.07.033,033,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,36,5,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,17:53,,27-Jul-2025,17:38,27-Jul-25,21:20,F.V.,Medium,5,1,,,,,,,Similar to 032
MTF.F.2025.07.034,034,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,32,5,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,17:53,,27-Jul-2025,17:38,27-Jul-25,21:23,F.V.,Small,5,1,,,,,,,Similar to 037 
MTF.F.2025.07.035,035,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,38,5,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,17:54,,27-Jul-2025,17:38,27-Jul-25,21:28,F.V.,NA,5,0,,,,,,,"Blood draw attempted, unsuccessful"
MTF.F.2025.07.036,036,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,38,5,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,17:54,,27-Jul-2025,NA,27-Jul-25,NA,NA,NA,3,0,,,,,,,"Wound, no blood draw. Dead, whole specimen collected"
MTF.F.2025.07.037,037,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,35,4,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,17:56,,27-Jul-2025,17:38,27-Jul-25,21:37,F.V.,NA,5,0,,,,,,,"Blood draw attempted, unsuccessful"
MTF.F.2025.07.038,038,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Sub-Adult,M,28,2,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:04,,27-Jul-2025,17:41,27-Jul-25,NA,NA,NA,5,0,,,,,,,"Too small, no blood draw. Similar to 037"
MTF.F.2025.07.039,039,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,40,4,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:04,,27-Jul-2025,17:41,27-Jul-25,21:42,F.V.,Medium,5,1,,,,,,,Similar to 033
MTF.F.2025.07.040,040,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Adult,F,42,5,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:04,,27-Jul-2025,17:41,27-Jul-25,21:47,F.V.,Small,5,1,,,,,,,"One arm missing, healed. With dorsal yellow line"
MTF.F.2025.07.041,041,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Sub-Adult,F,35,3,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:04,,27-Jul-2025,17:41,27-Jul-25,21:51,F.V.,NA,4,0,,,,,,,"Weakness, blood draw unsuccessful. Similar to 034"
MTF.F.2025.07.042,042,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,34,4,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:25,,27-Jul-2025,17:47,27-Jul-25,21:58,F.V.,NA,5,0,,,,,,,Blood draw unsuccessful. Similar to 037
MTF.F.2025.07.043,043,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,42,6,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:25,,27-Jul-2025,17:47,27-Jul-25,22:01,F.V.,Small,5,1,,,,,,,Similar to 042
MTF.F.2025.07.044,044,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,30,4,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:25,,27-Jul-2025,17:47,27-Jul-25,22:05,F.V.,Small,5,1,,,,,,,Similar to 034
MTF.F.2025.07.045,045,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,44,6,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:25,,27-Jul-2025,17:47,27-Jul-25,22:09,F.V.,Large,5,1,,,,,,,Similar to 044
MTF.F.2025.07.046,046,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Sub-Adult,F,37,5,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:27,,27-Jul-2025,17:47,27-Jul-25,22:13,F.V.,Medium,5,1,,,,,,,Similar to 034
MTF.F.2025.07.047,047,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Adult,F,43,5,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:27,,27-Jul-2025,17:47,27-Jul-25,22:15,F.V.,Large,5,1,,,,,,,Similar to 040
MTF.F.2025.07.048,048,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,32,4,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:40,,27-Jul-2025,18:00,27-Jul-25,22:18,F.V.,Medium,5,1,,,,,,,Similar to 032
MTF.F.2025.07.049,049,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Adult,M,33,3,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:40,,27-Jul-2025,18:00,27-Jul-25,22:20,F.V.,Small,5,1,,,,,,,Similar to 040
MTF.F.2025.07.050,050,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,36,4,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:40,,27-Jul-2025,18:00,27-Jul-25,22:23,F.V.,Large,5,1,,,,,,,Similar to 048
MTF.F.2025.07.051,051,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Adult,M,34,3,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:40,,27-Jul-2025,18:00,27-Jul-25,22:26,F.V.,Medium,5,1,,,,,,,Similar to 040
MTF.F.2025.07.052,052,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,44,7,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:40,,27-Jul-2025,18:00,27-Jul-25,22:30,F.V.,Large,5,1,,,,,,,Similar to 053
MTF.F.2025.07.053,053,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,36,5,MTF.F.00,11,MTF.F.0011,T6,26-Jul-2025,18:48,,27-Jul-2025,18:00,27-Jul-25,22:36,F.V.,Medium,5,1,,,,,,,Similar to 032
MTF.F.2025.07.054,054,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,40,6,MTF.F.00,12,MTF.F.0012,T7,26-Jul-2025,18:56,,27-Jul-2025,17:30,27-Jul-25,22:40,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.055,055,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Adult,M,38,5,MTF.F.00,12,MTF.F.0012,T7,26-Jul-2025,18:56,,27-Jul-2025,17:30,27-Jul-25,22:42,F.V.,Medium,5,1,,,,,,,Similar to 040
MTF.F.2025.07.056,056,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,40,6,MTF.F.00,12,MTF.F.0012,T7,26-Jul-2025,18:56,,27-Jul-2025,17:30,27-Jul-25,22:45,F.V.,Medium,5,1,,,,,,,Similar to 053
MTF.F.2025.07.057,057,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,42,5,MTF.F.00,12,MTF.F.0012,T7,26-Jul-2025,18:56,,27-Jul-2025,17:30,27-Jul-25,22:48,F.V.,Small,5,1,,,,,,,Similar to 056
MTF.F.2025.07.058,058,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Adult,M,39,5,MTF.F.00,12,MTF.F.0012,T7,26-Jul-2025,18:56,,27-Jul-2025,17:30,27-Jul-25,22:51,F.V.,Small,5,1,,,,,,,Similar to 040
MTF.F.2025.07.059,059,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,38,4,MTF.F.00,12,MTF.F.0012,T7,26-Jul-2025,18:56,,27-Jul-2025,17:30,27-Jul-25,22:54,F.V.,Small,5,1,,,,,,,Similar to 052
MTF.F.2025.07.060,060,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,40,5,MTF.F.00,12,MTF.F.0012,T7,26-Jul-2025,18:56,,27-Jul-2025,17:30,27-Jul-25,22:57,F.V.,Medium,5,1,,,,,,,Similar to 059
MTF.F.2025.07.061,061,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,35,5,MTF.F.00,13,MTF.F.0013,T8,27-Jul-2025,18:15,,28-Jul-2025,16:59,27-Jul-25,21:23,F.V.,Medium,5,1,,,,,,,
MTF.F.2025.07.062,062,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,46,6,MTF.F.00,13,MTF.F.0013,T8,27-Jul-2025,18:15,,28-Jul-2025,16:59,27-Jul-25,21:27,F.V.,NA,5,0,,,,,,,Blood draw unsuccessful. Similar to 061
MTF.F.2025.07.063,063,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,42,6,MTF.F.00,13,MTF.F.0013,T8,27-Jul-2025,18:15,,28-Jul-2025,16:59,27-Jul-25,21:30,F.V.,Small,5,1,,,,,,,Similar to 061
MTF.F.2025.07.064,064,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,36,4,MTF.F.00,13,MTF.F.0013,T8,27-Jul-2025,18:15,,28-Jul-2025,16:59,27-Jul-25,21:34,F.V.,Small,5,1,,,,,,,Similar to 061
MTF.F.2025.07.065,065,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Sub-Adult,M,35,3,MTF.F.00,13,MTF.F.0013,T8,27-Jul-2025,18:15,,28-Jul-2025,16:59,27-Jul-25,21:36,F.V.,Small,5,1,,,,,,,Similar to 061
MTF.F.2025.07.066,066,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,39,7,MTF.F.00,14,MTF.F.0014,T9,27-Jul-2025,18:34,,28-Jul-2025,16:57,27-Jul-25,21:41,F.V.,Small,5,1,,,,,,,Similar to 061
MTF.F.2025.07.067,067,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,41,6,MTF.F.00,14,MTF.F.0014,T9,27-Jul-2025,18:34,,28-Jul-2025,16:57,27-Jul-25,21:38,F.V.,Small,5,1,,,,,,,Similar to 061
MTF.F.2025.07.068,068,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,M,35,5,MTF.F.00,14,MTF.F.0014,T9,27-Jul-2025,18:34,,28-Jul-2025,16:57,27-Jul-25,21:43,F.V.,Small,5,1,,,,,,,
MTF.F.2025.07.069,069,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,44,6,MTF.F.00,14,MTF.F.0014,T9,27-Jul-2025,18:34,,28-Jul-2025,16:57,27-Jul-25,21:45,F.V.,Medium,5,1,,,,,,,Similar to 061. Old wound
MTF.F.2025.07.070,070,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Sub-Adult,F,30,4,MTF.F.00,14,MTF.F.0014,T9,27-Jul-2025,18:34,,28-Jul-2025,16:57,27-Jul-25,21:48,F.V.,Small,5,1,,,,,,,Similar to 061
MTF.F.2025.07.071,071,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,41,5,MTF.F.00,14,MTF.F.0014,T9,27-Jul-2025,18:40,,28-Jul-2025,16:57,27-Jul-25,21:51,F.V.,Small,5,1,,,,,,,Similar to 061
MTF.F.2025.07.072,072,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Ptychadena mascareniensis,,Sub-Adult,M,33,3,MTF.F.00,14,MTF.F.0014,T9,27-Jul-2025,18:51,,28-Jul-2025,16:55,27-Jul-25,21:54,F.V.,Large,5,1,,,,,,,
MTF.F.2025.07.073,073,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,42,6,MTF.F.00,14,MTF.F.0014,T9,27-Jul-2025,18:51,,28-Jul-2025,16:55,27-Jul-25,21:57,F.V.,Small,5,1,,,,,,,Similar to 71
MTF.F.2025.07.074,074,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,42,6,MTF.F.00,14,MTF.F.0014,T9,27-Jul-2025,18:51,,28-Jul-2025,16:55,27-Jul-25,21:59,F.V.,Small,5,1,,,,,,,Similar to 71
MTF.F.2025.07.075,075,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus bellyi,,Adult,F,42,7,MTF.F.00,14,MTF.F.0014,T9,27-Jul-2025,18:51,,28-Jul-2025,16:55,27-Jul-25,22:00,F.V.,Small,5,1,,,,,,,Similar to 71
MTF.F.2025.07.076,076,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Adult,F,45,8,MTF.F.00,14,MTF.F.0014,T9,27-Jul-2025,18:51,,28-Jul-2025,16:55,27-Jul-25,22:07,F.V.,Medium,5,1,,,,,,,"Similar to 71, with red dots on skin (dorrsal)"
MTF.F.2025.07.077,077,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Adult,F,50,10,MTF.F.00,14,MTF.F.0014,T10,27-Jul-2025,19:04,,28-Jul-2025,17:22,27-Jul-25,22:13,F.V.,Large,5,1,,,,,,,With dorsal yellow line
MTF.F.2025.07.078,078,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Adult,F,42,5,MTF.F.00,15,MTF.F.0015,T10,27-Jul-2025,19:04,,28-Jul-2025,17:22,27-Jul-25,22:16,F.V.,Small,5,1,,,,,,,Similar to 76
MTF.F.2025.07.079,079,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Sub-Adult,F,37,4,MTF.F.00,15,MTF.F.0015,T10,27-Jul-2025,19:04,,28-Jul-2025,17:22,27-Jul-25,22:18,F.V.,Small,5,1,,,,,,,Similar to 76
MTF.F.2025.07.080,080,Montagne des Français,Camp: Andavakoera,MTF,2025,7,,,Mantidactylus sp.,,Adult,F,43,6,MTF.F.00,15,MTF.F.0015,T10,27-Jul-2025,19:18,,28-Jul-2025,NA,27-Jul-25,22:21,F.V.,Medium,5,1,,,,,,,Similar to 76 (escaped)
